"행정구역","2020년03월_계_총인구수","2020년03월_계_연령구간인구수","2020년03월_계_10~19세","2020년03월_계_20~29세","2020년03월_계_30~39세","2020년03월_계_40~49세","2020년03월_계_50~59세","2020년03월_계_60~69세","2020년03월_계_70~79세","2020년03월_계_80~89세","2020년03월_계_90~99세","2020년03월_계_100세 이상","2020년03월_남_총인구수","2020년03월_남_연령구간인구수","2020년03월_남_10~19세","2020년03월_남_20~29세","2020년03월_남_30~39세","2020년03월_남_40~49세","2020년03월_남_50~59세","2020년03월_남_60~69세","2020년03월_남_70~79세","2020년03월_남_80~89세","2020년03월_남_90~99세","2020년03월_남_100세 이상","2020년03월_여_총인구수","2020년03월_여_연령구간인구수","2020년03월_여_10~19세","2020년03월_여_20~29세","2020년03월_여_30~39세","2020년03월_여_40~49세","2020년03월_여_50~59세","2020년03월_여_60~69세","2020년03월_여_70~79세","2020년03월_여_80~89세","2020년03월_여_90~99세","2020년03월_여_100세 이상"
"대전광역시 동구 용전동(3011064000)","20,774","19,555","1,592","3,896","3,108","3,200","3,422","2,525","1,265","475","70","2","10,685","10,042","802","1,999","1,778","1,703","1,779","1,213","569","179","20","0","10,089","9,513","790","1,897","1,330","1,497","1,643","1,312","696","296","50","2"
"대전광역시 동구 성남동(3011066500)","12,601","11,660","989","1,452","1,597","1,872","2,193","1,874","1,133","468","73","9","6,258","5,761","506","760","853","981","1,098","879","500","163","18","3","6,343","5,899","483","692","744","891","1,095","995","633","305","55","6"
"대전광역시 동구 홍도동(3011067000)","11,223","10,587","868","1,891","1,384","1,642","1,980","1,566","852","355","47","2","5,756","5,407","449","998","782","895","1,009","770","368","133","2","1","5,467","5,180","419","893","602","747","971","796","484","222","45","1"
"대전광역시 동구 삼성동(3011069500)","14,857","13,965","1,346","1,619","1,522","2,244","2,652","2,344","1,516","631","85","6","7,564","7,142","725","882","813","1,202","1,393","1,138","714","251","22","2","7,293","6,823","621","737","709","1,042","1,259","1,206","802","380","63","4"
"대전광역시 동구 대청동(3011072500)","2,575","2,489","158","203","167","298","492","535","346","254","34","2","1,354","1,312","86","116","107","167","292","288","165","82","9","0","1,221","1,177","72","87","60","131","200","247","181","172","25","2"
"대전광역시 동구 산내동(3011074000)","21,523","19,419","2,727","2,133","2,479","3,856","3,153","2,637","1,596","724","108","6","10,828","9,720","1,429","1,158","1,235","1,963","1,649","1,280","731","248","26","1","10,695","9,699","1,298","975","1,244","1,893","1,504","1,357","865","476","82","5"
"대전광역시 중구 (3014000000)","239,635","223,326","22,902","31,448","27,484","38,000","40,307","32,707","20,223","8,927","1,251","77","118,361","110,015","11,806","16,169","14,149","19,277","20,278","15,528","9,113","3,386","291","18","121,274","113,311","11,096","15,279","13,335","18,723","20,029","17,179","11,110","5,541","960","59"
"대전광역시 중구 은행선화동(3014053500)","17,192","16,222","1,129","2,960","2,540","2,745","2,856","2,231","1,176","493","87","5","8,898","8,427","578","1,425","1,365","1,554","1,587","1,155","554","183","24","2","8,294","7,795","551","1,535","1,175","1,191","1,269","1,076","622","310","63","3"
"대전광역시 중구 목동(3014055000)","14,977","13,362","2,467","1,658","1,674","3,295","2,069","1,174","686","295","39","5","7,191","6,377","1,210","846","738","1,548","1,108","516","282","120","8","1","7,786","6,985","1,257","812","936","1,747","961","658","404","175","31","4"
"대전광역시 중구 중촌동(3014056000)","13,753","12,933","1,328","1,693","1,484","2,189","2,451","1,994","1,169","542","79","4","6,657","6,249","701","907","773","1,087","1,205","881","494","181","20","0","7,096","6,684","627","786","711","1,102","1,246","1,113","675","361","59","4"
"대전광역시 중구 대흥동(3014057500)","14,154","13,124","1,115","2,380","2,018","2,145","2,077","1,788","1,057","455","84","5","6,958","6,409","601","1,074","1,019","1,155","1,046","856","463","173","21","1","7,196","6,715","514","1,306","999","990","1,031","932","594","282","63","4"
"대전광역시 중구 문창동(3014060500)","4,798","4,610","306","504","481","628","860","846","646","297","39","3","2,495","2,393","170","281","279","367","490","419","277","102","7","1","2,303","2,217","136","223","202","261","370","427","369","195","32","2"
"대전광역시 중구 석교동(3014062000)","16,072","15,284","1,205","1,881","1,688","2,149","2,967","2,814","1,824","665","85","6","8,114","7,703","604","1,029","980","1,153","1,471","1,356","851","244","15","0","7,958","7,581","601","852","708","996","1,496","1,458","973","421","70","6"
"대전광역시 중구 대사동(3014063000)","5,538","5,341","271","977","600","660","967","857","654","311","38","6","2,727","2,614","147","455","340","367","483","400","280","129","10","3","2,811","2,727","124","522","260","293","484","457","374","182","28","3"
"대전광역시 중구 부사동(3014064000)","6,909","6,584","491","813","675","969","1,306","1,154","763","346","63","4","3,453","3,277","259","421","366","528","661","546","343","137","14","2","3,456","3,307","232","392","309","441","645","608","420","209","49","2"
"대전광역시 중구 용두동(3014065500)","10,019","9,444","795","1,813","1,304","1,506","1,528","1,177","856","403","54","8","4,815","4,535","354","841","688","773","788","565","364","146","12","4","5,204","4,909","441","972","616","733","740","612","492","257","42","4"
"대전광역시 중구 오류동(3014067000)","10,560","9,892","819","1,502","1,329","1,534","1,710","1,418","952","546","81","1","4,982","4,651","411","745","663","726","818","653","414","207","14","0","5,578","5,241","408","757","666","808","892","765","538","339","67","1"
"대전광역시 중구 태평1동(3014068000)","13,880","12,567","1,703","1,537","1,703","2,521","2,195","1,502","959","400","47","0","6,747","6,043","838","788","815","1,204","1,109","716","416","150","7","0","7,133","6,524","865","749","888","1,317","1,086","786","543","250","40","0"
"대전광역시 중구 태평2동(3014069000)","26,822","24,710","3,264","3,158","2,616","4,558","4,478","3,399","2,109","992","127","9","12,946","11,865","1,683","1,671","1,253","2,146","2,178","1,541","976","382","34","1","13,876","12,845","1,581","1,487","1,363","2,412","2,300","1,858","1,133","610","93","8"
"대전광역시 중구 유천1동(3014070000)","6,754","6,395","379","884","905","984","1,236","1,104","626","243","32","2","3,571","3,379","227","497","503","568","641","551","286","99","7","0","3,183","3,016","152","387","402","416","595","553","340","144","25","2"
"대전광역시 중구 유천2동(3014071000)","13,952","13,026","1,035","1,797","1,647","1,954","2,292","2,210","1,403","592","89","7","6,866","6,389","546","921","870","1,000","1,098","1,022","663","245","22","2","7,086","6,637","489","876","777","954","1,194","1,188","740","347","67","5"
"대전광역시 중구 문화1동(3014072000)","23,057","20,979","2,979","2,841","2,609","4,068","3,495","2,472","1,678","734","99","4","11,173","10,104","1,547","1,426","1,226","1,922","1,726","1,166","761","304","25","1","11,884","10,875","1,432","1,415","1,383","2,146","1,769","1,306","917","430","74","3"
"대전광역시 중구 문화2동(3014073000)","13,064","12,382","1,171","1,636","1,341","1,963","2,452","1,926","1,211","615","64","3","6,394","6,050","634","914","726","976","1,176","902","501","208","13","0","6,670","6,332","537","722","615","987","1,276","1,024","710","407","51","3"
"대전광역시 중구 산성동(3014074000)","28,134","26,471","2,445","3,414","2,870","4,132","5,368","4,641","2,454","998","144","5","14,374","13,550","1,296","1,928","1,545","2,203","2,693","2,283","1,188","376","38","0","13,760","12,921","1,149","1,486","1,325","1,929","2,675","2,358","1,266","622","106","5"
"대전광역시 서구 (3017000000)","481,135","441,136","51,351","73,697","67,637","80,062","78,103","52,460","25,081","11,049","1,609","87","236,924","216,348","26,563","37,642","34,429","38,752","37,775","25,425","11,464","3,902","379","17","244,211","224,788","24,788","36,055","33,208","41,310","40,328","27,035","13,617","7,147","1,230","70"
"대전광역시 서구 복수동(3017051000)","22,745","20,492","3,116","2,819","2,846","4,311","3,434","2,313","1,149","433","68","3","11,221","10,065","1,581","1,443","1,391","2,085","1,705","1,115","569","158","17","1","11,524","10,427","1,535","1,376","1,455","2,226","1,729","1,198","580","275","51","2"
"대전광역시 서구 도마1동(3017052000)","15,176","14,442","1,123","2,402","1,606","1,854","2,721","2,611","1,462","587","72","4","7,650","7,275","557","1,331","898","993","1,332","1,234","685","227","17","1","7,526","7,167","566","1,071","708","861","1,389","1,377","777","360","55","3"
"대전광역시 서구 도마2동(3017053000)","18,540","17,592","1,540","2,569","1,969","2,618","3,270","3,127","1,688","714","92","5","9,398","8,875","805","1,434","1,087","1,392","1,598","1,472","782","284","20","1","9,142","8,717","735","1,135","882","1,226","1,672","1,655","906","430","72","4"
"대전광역시 서구 정림동(3017053500)","16,893","15,695","1,578","2,221","1,839","2,432","3,289","2,503","1,192","556","82","3","8,276","7,657","818","1,207","939","1,189","1,502","1,251","530","203","17","1","8,617","8,038","760","1,014","900","1,243","1,787","1,252","662","353","65","2"
"대전광역시 서구 변동(3017054000)","16,562","15,484","1,310","2,222","2,116","2,411","3,035","2,468","1,335","506","77","4","8,444","7,862","680","1,223","1,144","1,270","1,514","1,203","602","204","22","0","8,118","7,622","630","999","972","1,141","1,521","1,265","733","302","55","4"
"대전광역시 서구 용문동(3017055000)","12,812","12,090","648","2,547","2,221","1,730","1,918","1,677","908","388","48","5","6,086","5,697","330","1,140","1,163","895","880","751","389","135","13","1","6,726","6,393","318","1,407","1,058","835","1,038","926","519","253","35","4"
"대전광역시 서구 탄방동(3017055500)","25,867","24,309","2,433","5,044","4,206","4,396","4,271","2,340","1,034","522","60","3","12,476","11,657","1,305","2,317","2,105","2,116","2,017","1,151","453","179","14","0","13,391","12,652","1,128","2,727","2,101","2,280","2,254","1,189","581","343","46","3"
"대전광역시 서구 괴정동(3017056000)","19,110","17,815","1,354","4,222","3,571","2,889","2,573","1,865","923","365","50","3","9,326","8,659","691","1,941","1,890","1,494","1,194","885","411","142","11","0","9,784","9,156","663","2,281","1,681","1,395","1,379","980","512","223","39","3"
"대전광역시 서구 가장동(3017057000)","12,577","11,650","1,188","1,696","1,616","1,946","2,018","1,763","968","392","60","3","6,104","5,640","612","852","821","941","967","828","451","156","12","0","6,473","6,010","576","844","795","1,005","1,051","935","517","236","48","3"
"대전광역시 서구 내동(3017057500)","24,287","22,219","2,721","3,184","2,922","4,164","3,917","3,038","1,577","623","66","7","11,795","10,727","1,326","1,715","1,470","1,972","1,850","1,381","757","233","20","3","12,492","11,492","1,395","1,469","1,452","2,192","2,067","1,657","820","390","46","4"
"대전광역시 서구 갈마1동(3017058100)","21,967","20,715","1,820","4,212","3,489","3,274","3,545","2,760","1,126","418","63","8","11,252","10,557","978","2,235","2,006","1,621","1,671","1,317","570","149","8","2","10,715","10,158","842","1,977","1,483","1,653","1,874","1,443","556","269","55","6"
"대전광역시 서구 갈마2동(3017058200)","25,182","23,595","2,218","5,491","4,246","3,902","4,092","2,328","867","407","44","0","12,523","11,718","1,046","2,789","2,265","1,972","1,970","1,117","420","131","8","0","12,659","11,877","1,172","2,702","1,981","1,930","2,122","1,211","447","276","36","0"
"대전광역시 서구 월평1동(3017058600)","11,100","10,668","622","2,693","1,827","1,602","1,880","1,249","532","224","36","3","5,969","5,743","334","1,471","1,077","895","982","637","254","85","7","1","5,131","4,925","288","1,222","750","707","898","612","278","139","29","2"
"대전광역시 서구 월평2동(3017058700)","15,369","14,539","1,385","1,985","1,610","2,081","2,993","2,424","1,255","683","121","2","7,315","6,908","719","1,042","831","968","1,417","1,200","518","185","27","1","8,054","7,631","666","943","779","1,113","1,576","1,224","737","498","94","1"
"대전광역시 서구 월평3동(3017058800)","22,341","20,388","2,845","3,009","2,713","3,631","4,116","2,695","862","455","61","1","10,984","10,017","1,540","1,653","1,304","1,681","1,873","1,406","396","151","13","0","11,357","10,371","1,305","1,356","1,409","1,950","2,243","1,289","466","304","48","1"
"대전광역시 서구 가수원동(3017059000)","41,238","35,564","4,629","4,942","6,886","7,609","5,666","3,609","1,505","605","109","4","20,320","17,455","2,392","2,499","3,310","3,864","2,693","1,757","701","211","28","0","20,918","18,109","2,237","2,443","3,576","3,745","2,973","1,852","804","394","81","4"
"대전광역시 서구 관저1동(3017059600)","15,910","14,579","1,707","2,817","2,124","2,449","2,833","1,453","766","370","59","1","7,608","6,901","867","1,334","1,056","1,114","1,321","739","323","130","17","0","8,302","7,678","840","1,483","1,068","1,335","1,512","714","443","240","42","1"
"대전광역시 서구 관저2동(3017059700)","51,240","44,627","6,417","6,861","8,645","9,603","7,185","3,441","1,632","733","99","11","25,078","21,678","3,272","3,423","4,257","4,531","3,601","1,610","743","221","16","4","26,162","22,949","3,145","3,438","4,388","5,072","3,584","1,831","889","512","83","7"
"대전광역시 서구 기성동(3017060000)","3,844","3,735","162","303","295","420","721","745","598","396","90","5","1,961","1,900","85","173","177","258","391","403","272","125","16","0","1,883","1,835","77","130","118","162","330","342","326","271","74","5"
"대전광역시 서구 둔산1동(3017063000)","17,317","15,647","3,446","1,683","1,540","4,017","2,429","1,323","809","346","52","2","8,540","7,692","1,817","884","656","1,811","1,312","661","390","140","20","1","8,777","7,955","1,629","799","884","2,206","1,117","662","419","206","32","1"
"대전광역시 서구 둔산2동(3017064000)","37,141","33,703","4,636","5,612","5,489","6,775","6,333","3,136","1,122","525","71","4","17,999","16,253","2,441","2,774","2,621","3,023","3,108","1,594","495","175","22","0","19,142","17,450","2,195","2,838","2,868","3,752","3,225","1,542","627","350","49","4"
"대전광역시 서구 만년동(3017065000)","13,347","12,280","1,460","2,403","2,069","2,303","2,227","1,130","449","198","40","1","6,671","6,117","746","1,281","1,099","1,094","1,043","585","189","71","9","0","6,676","6,163","714","1,122","970","1,209","1,184","545","260","127","31","1"
"대전광역시 서구 둔산3동(3017066000)","20,570","19,308","2,993","2,760","1,792","3,645","3,637","2,462","1,322","603","89","5","9,928","9,295","1,621","1,481","862","1,573","1,834","1,128","564","207","25","0","10,642","10,013","1,372","1,279","930","2,072","1,803","1,334","758","396","64","5"
"대전광역시 유성구 (3020000000)","350,055","313,857","38,877","52,084","56,577","60,786","53,626","31,588","13,035","6,212","1,017","55","176,785","158,113","20,214","27,943","29,293","29,948","26,655","15,822","5,972","2,029","224","13","173,270","155,744","18,663","24,141","27,284","30,838","26,971","15,766","7,063","4,183","793","42"
"대전광역시 유성구 진잠동(3020052000)","35,537","32,094","3,518","4,537","4,693","6,019","6,289","4,115","1,887","897","129","10","18,095","16,345","1,873","2,518","2,421","3,102","3,138","2,092","888","290","20","3","17,442","15,749","1,645","2,019","2,272","2,917","3,151","2,023","999","607","109","7"
"대전광역시 유성구 온천1동(3020053000)","33,972","32,412","1,574","8,004","6,488","4,336","5,587","3,751","1,722","791","136","23","17,548","16,752","814","4,106","3,732","2,316","2,753","1,939","764","284","41","3","16,424","15,660","760","3,898","2,756","2,020","2,834","1,812","958","507","95","20"
"대전광역시 유성구 온천2동(3020054000)","40,030","36,406","3,358","8,078","6,502","5,643","6,056","4,279","1,638","732","114","6","20,775","18,952","1,761","4,738","3,483","2,835","2,912","2,163","775","253","31","1","19,255","17,454","1,597","3,340","3,019","2,808","3,144","2,116","863","479","83","5"
"대전광역시 유성구 노은1동(3020054600)","22,327","19,926","3,077","2,870","3,311","4,375","3,237","1,724","850","411","70","1","11,015","9,784","1,597","1,455","1,619","2,061","1,659","828","390","154","20","1","11,312","10,142","1,480","1,415","1,692","2,314","1,578","896","460","257","50","0"
"대전광역시 유성구 노은2동(3020054700)","25,189","22,577","3,584","3,226","3,244","4,956","3,933","1,980","1,050","521","82","1","12,393","11,053","1,841","1,651","1,607","2,326","1,995","968","461","186","17","1","12,796","11,524","1,743","1,575","1,637","2,630","1,938","1,012","589","335","65","0"
"대전광역시 유성구 노은3동(3020054800)","36,367","31,362","4,436","3,682","6,285","7,104","4,943","3,098","1,225","506","80","3","17,919","15,375","2,267","1,943","2,993","3,496","2,394","1,499","586","179","17","1","18,448","15,987","2,169","1,739","3,292","3,608","2,549","1,599","639","327","63","2"
"대전광역시 유성구 신성동(3020055000)","25,412","22,369","2,962","3,899","5,169","4,110","3,432","1,759","630","358","49","1","13,319","11,734","1,575","2,155","2,814","2,064","1,768","927","321","99","11","0","12,093","10,635","1,387","1,744","2,355","2,046","1,664","832","309","259","38","1"
"대전광역시 유성구 전민동(3020057000)","27,427","24,693","3,372","4,317","4,454","4,523","4,455","2,294","711","465","99","3","14,007","12,536","1,723","2,356","2,395","2,153","2,190","1,231","329","130","27","2","13,420","12,157","1,649","1,961","2,059","2,370","2,265","1,063","382","335","72","1"
"대전광역시 유성구 구즉동(3020058000)","28,229","25,506","3,254","4,293","4,245","4,900","4,641","2,306","1,146","626","91","4","14,455","13,050","1,669","2,372","2,290","2,490","2,406","1,158","457","188","19","1","13,774","12,456","1,585","1,921","1,955","2,410","2,235","1,148","689","438","72","3"
"대전광역시 유성구 관평동(3020060000)","29,002","25,686","4,646","3,645","4,026","6,127","4,255","2,007","636","291","52","1","14,851","13,101","2,431","1,939","2,050","2,932","2,313","1,050","299","77","10","0","14,151","12,585","2,215","1,706","1,976","3,195","1,942","957","337","214","42","1"
"대전광역시 유성구 원신흥동(3020061000)","46,563","40,826","5,096","5,533","8,160","8,693","6,798","4,275","1,540","614","115","2","22,408","19,431","2,663","2,710","3,889","4,173","3,127","1,967","702","189","11","0","24,155","21,395","2,433","2,823","4,271","4,520","3,671","2,308","838","425","104","2"
"대전광역시 대덕구 (3023000000)","175,731","164,174","17,381","24,591","19,917","28,120","33,522","23,133","11,710","5,125","643","32","89,419","83,552","9,069","13,643","10,797","14,313","17,124","11,435","5,223","1,817","124","7","86,312","80,622","8,312","10,948","9,120","13,807","16,398","11,698","6,487","3,308","519","25"
"대전광역시 대덕구 오정동(3023051000)","15,125","14,387","1,062","2,377","1,644","2,089","2,931","2,498","1,256","453","72","5","8,018","7,632","573","1,312","940","1,195","1,540","1,285","600","175","10","2","7,107","6,755","489","1,065","704","894","1,391","1,213","656","278","62","3"
"대전광역시 대덕구 대화동(3023052000)","7,488","7,155","543","866","885","1,184","1,414","1,281","675","266","39","2","3,961","3,785","298","504","486","675","766","670","291","92","3","0","3,527","3,370","245","362","399","509","648","611","384","174","36","2"
"대전광역시 대덕구 회덕동(3023052500)","13,872","13,077","1,126","1,677","1,397","1,998","2,712","2,295","1,215","585","66","6","7,057","6,671","585","935","745","1,068","1,387","1,151","562","217","17","4","6,815","6,406","541","742","652","930","1,325","1,144","653","368","49","2"
"대전광역시 대덕구 비래동(3023053300)","16,963","15,904","1,794","2,378","1,775","2,719","3,217","2,317","1,160","490","49","5","8,457","7,934","949","1,291","951","1,358","1,585","1,078","521","184","16","1","8,506","7,970","845","1,087","824","1,361","1,632","1,239","639","306","33","4"
"대전광역시 대덕구 송촌동(3023054300)","28,591","26,359","4,112","4,218","2,907","5,416","5,533","2,416","1,132","556","66","3","14,147","13,022","2,102","2,263","1,433","2,444","2,858","1,213","491","205","13","0","14,444","13,337","2,010","1,955","1,474","2,972","2,675","1,203","641","351","53","3"
"대전광역시 대덕구 중리동(3023054600)","20,043","18,937","1,730","3,028","2,350","3,252","3,814","2,807","1,393","505","57","1","10,428","9,857","905","1,690","1,361","1,738","1,960","1,351","642","200","10","0","9,615","9,080","825","1,338","989","1,514","1,854","1,456","751","305","47","1"
"대전광역시 대덕구 신탄진동(3023055000)","11,335","10,757","959","1,535","1,177","1,657","2,232","1,724","972","434","62","5","5,808","5,532","521","852","668","881","1,169","840","441","153","7","0","5,527","5,225","438","683","509","776","1,063","884","531","281","55","5"
"대전광역시 대덕구 석봉동(3023056000)","14,417","12,620","1,321","1,754","2,454","2,353","2,327","1,453","613","313","31","1","7,381","6,456","685","971","1,275","1,225","1,166","733","282","115","4","0","7,036","6,164","636","783","1,179","1,128","1,161","720","331","198","27","1"
"대전광역시 대덕구 덕암동(3023057000)","14,045","13,187","1,373","2,043","1,659","2,289","2,682","1,694","961","430","54","2","7,436","6,981","718","1,200","940","1,232","1,446","841","432","161","11","0","6,609","6,206","655","843","719","1,057","1,236","853","529","269","43","2"
"대전광역시 대덕구 목상동(3023058000)","6,881","6,338","661","1,079","1,089","1,225","1,184","656","294","127","22","1","3,755","3,478","335","633","659","678","647","350","130","41","5","0","3,126","2,860","326","446","430","547","537","306","164","86","17","1"
"대전광역시 대덕구 법1동(3023060000)","9,930","9,450","890","1,295","942","1,370","1,972","1,563","918","452","47","1","4,696","4,449","451","719","488","659","952","709","342","116","13","0","5,234","5,001","439","576","454","711","1,020","854","576","336","34","1"
"대전광역시 대덕구 법2동(3023061000)","17,041","16,003","1,810","2,341","1,638","2,568","3,504","2,429","1,121","514","78","0","8,275","7,755","947","1,273","851","1,160","1,648","1,214","489","158","15","0","8,766","8,248","863","1,068","787","1,408","1,856","1,215","632","356","63","0"
"울산광역시  (3100000000)","1,144,563","1,041,584","115,019","147,434","157,548","190,195","211,169","137,496","57,704","21,847","3,013","159","588,127","535,140","60,699","82,604","83,321","96,603","107,694","69,465","27,172","7,063","488","31","556,436","506,444","54,320","64,830","74,227","93,592","103,475","68,031","30,532","14,784","2,525","128"
"울산광역시 중구 (3111000000)","221,702","204,045","20,782","27,991","27,795","35,235","42,247","30,557","13,802","4,966","616","54","112,512","103,383","11,143","15,593","14,560","17,882","21,099","14,961","6,320","1,712","103","10","109,190","100,662","9,639","12,398","13,235","17,353","21,148","15,596","7,482","3,254","513","44"
"울산광역시 중구 학성동(3111051000)","10,308","9,833","666","1,095","1,075","1,422","1,938","1,976","1,182","426","49","4","5,269","5,024","341","609","618","814","1,030","936","515","155","5","1","5,039","4,809","325","486","457","608","908","1,040","667","271","44","3"
"울산광역시 중구 반구1동(3111052000)","17,617","16,160","1,354","2,287","2,611","2,677","3,563","2,352","956","312","46","2","9,153","8,402","714","1,256","1,422","1,443","1,809","1,179","468","104","7","0","8,464","7,758","640","1,031","1,189","1,234","1,754","1,173","488","208","39","2"
"울산광역시 중구 반구2동(3111053000)","8,983","8,547","658","1,356","1,053","1,213","1,808","1,456","734","236","31","2","4,592","4,358","348","744","589","619","912","709","348","83","6","0","4,391","4,189","310","612","464","594","896","747","386","153","25","2"
"울산광역시 중구 복산1동(3111054000)","4,992","4,746","338","633","542","617","1,040","939","466","144","21","6","2,490","2,352","170","345","303","313","501","452","204","53","8","3","2,502","2,394","168","288","239","304","539","487","262","91","13","3"
"울산광역시 중구 복산2동(3111055000)","11,491","10,534","1,151","1,552","1,679","1,809","2,087","1,364","616","236","37","3","5,762","5,291","642","830","901","887","1,014","640","296","75","6","0","5,729","5,243","509","722","778","922","1,073","724","320","161","31","3"
"울산광역시 중구 중앙동(3111058500)","13,847","13,332","720","1,696","1,396","1,758","2,749","2,808","1,531","587","65","22","7,139","6,872","381","974","834","968","1,398","1,412","673","213","15","4","6,708","6,460","339","722","562","790","1,351","1,396","858","374","50","18"
"울산광역시 중구 우정동(3111059000)","20,460","19,005","1,674","2,596","2,585","3,017","3,831","3,167","1,474","599","59","3","10,317","9,533","892","1,455","1,330","1,531","1,910","1,535","645","220","15","0","10,143","9,472","782","1,141","1,255","1,486","1,921","1,632","829","379","44","3"
"울산광역시 중구 태화동(3111060000)","34,284","30,585","3,637","4,038","4,674","6,038","5,964","4,056","1,577","528","72","1","17,168","15,202","1,927","2,299","2,275","2,977","2,831","1,968","745","171","9","0","17,116","15,383","1,710","1,739","2,399","3,061","3,133","2,088","832","357","63","1"
"울산광역시 중구 다운동(3111061000)","23,703","22,503","2,283","3,341","2,210","3,731","5,109","3,444","1,668","649","66","2","12,045","11,456","1,272","1,883","1,210","1,850","2,556","1,701","763","207","13","1","11,658","11,047","1,011","1,458","1,000","1,881","2,553","1,743","905","442","53","1"
"울산광역시 중구 병영1동(3111062000)","22,911","21,382","2,411","3,140","2,396","3,454","4,934","3,247","1,312","427","57","4","11,645","10,871","1,331","1,772","1,265","1,678","2,459","1,579","621","161","5","0","11,266","10,511","1,080","1,368","1,131","1,776","2,475","1,668","691","266","52","4"
"울산광역시 중구 병영2동(3111063000)","20,735","18,596","1,930","2,405","2,959","3,368","3,788","2,666","1,057","379","42","2","10,528","9,448","1,054","1,343","1,506","1,759","1,857","1,317","478","126","7","1","10,207","9,148","876","1,062","1,453","1,609","1,931","1,349","579","253","35","1"
"울산광역시 중구 약사동(3111064000)","11,049","9,701","1,334","1,383","1,733","1,851","1,979","944","342","123","11","1","5,577","4,878","693","740","858","874","1,020","490","157","44","2","0","5,472","4,823","641","643","875","977","959","454","185","79","9","1"
"울산광역시 중구 성안동(3111065000)","21,322","19,121","2,626","2,469","2,882","4,280","3,457","2,138","887","320","60","2","10,827","9,696","1,378","1,343","1,449","2,169","1,802","1,043","407","100","5","0","10,495","9,425","1,248","1,126","1,433","2,111","1,655","1,095","480","220","55","2"
"울산광역시 남구 (3114000000)","323,320","298,583","31,820","46,577","43,227","52,945","62,530","39,515","15,874","5,408","655","32","164,896","152,154","16,794","26,012","22,872","25,791","31,517","19,669","7,570","1,810","109","10","158,424","146,429","15,026","20,565","20,355","27,154","31,013","19,846","8,304","3,598","546","22"
"울산광역시 남구 신정1동(3114051000)","19,100","18,215","1,159","2,657","2,281","2,558","3,885","3,463","1,631","522","54","5","9,723","9,267","590","1,512","1,328","1,351","1,918","1,636","745","179","7","1","9,377","8,948","569","1,145","953","1,207","1,967","1,827","886","343","47","4"
"울산광역시 남구 신정2동(3114052000)","25,278","23,207","3,224","3,434","2,980","4,480","4,837","2,666","1,173","354","57","2","12,979","11,879","1,763","1,953","1,517","2,087","2,515","1,328","587","120","8","1","12,299","11,328","1,461","1,481","1,463","2,393","2,322","1,338","586","234","49","1"
"울산광역시 남구 신정3동(3114053000)","16,329","15,002","1,246","2,124","2,077","2,562","3,281","2,318","1,001","339","50","4","8,318","7,620","661","1,169","1,082","1,302","1,664","1,123","474","135","8","2","8,011","7,382","585","955","995","1,260","1,617","1,195","527","204","42","2"
"울산광역시 남구 신정4동(3114054000)","22,987","21,053","2,487","3,187","3,045","3,882","4,070","2,764","1,185","377","53","3","11,600","10,608","1,286","1,767","1,567","1,888","2,059","1,341","552","136","11","1","11,387","10,445","1,201","1,420","1,478","1,994","2,011","1,423","633","241","42","2"
"울산광역시 남구 신정5동(3114055000)","8,869","8,391","610","1,399","1,274","1,376","1,772","1,220","550","167","23","0","4,726","4,475","322","808","735","739","913","622","274","58","4","0","4,143","3,916","288","591","539","637","859","598","276","109","19","0"
"울산광역시 남구 달동(3114056000)","27,610","25,905","2,255","4,175","4,010","4,245","5,473","3,698","1,400","584","61","4","13,952","13,064","1,199","2,331","2,185","2,095","2,615","1,810","640","178","10","1","13,658","12,841","1,056","1,844","1,825","2,150","2,858","1,888","760","406","51","3"
"울산광역시 남구 삼산동(3114057000)","48,975","45,242","4,564","7,841","7,883","8,588","9,292","5,002","1,527","479","63","3","25,235","23,351","2,372","4,312","4,231","4,176","4,716","2,589","786","159","9","1","23,740","21,891","2,192","3,529","3,652","4,412","4,576","2,413","741","320","54","2"
"울산광역시 남구 삼호동(3114058500)","21,722","20,416","1,884","3,402","2,388","3,297","4,842","2,877","1,202","468","56","0","11,088","10,350","988","1,909","1,310","1,589","2,443","1,415","541","143","12","0","10,634","10,066","896","1,493","1,078","1,708","2,399","1,462","661","325","44","0"
"울산광역시 남구 무거동(3114059500)","32,882","30,548","3,784","5,887","3,734","5,533","6,696","3,133","1,251","470","59","1","16,848","15,646","1,973","3,356","2,006","2,552","3,398","1,605","591","156","9","0","16,034","14,902","1,811","2,531","1,728","2,981","3,298","1,528","660","314","50","1"
"울산광역시 남구 옥동(3114060000)","26,340","24,290","3,387","3,710","3,001","4,358","5,395","3,010","1,041","345","43","0","13,221","12,175","1,868","2,123","1,486","1,893","2,637","1,543","510","106","9","0","13,119","12,115","1,519","1,587","1,515","2,465","2,758","1,467","531","239","34","0"
"울산광역시 남구 대현동(3114062500)","30,897","27,268","3,347","3,518","4,909","5,490","4,929","3,261","1,351","419","41","3","15,474","13,651","1,724","1,892","2,417","2,750","2,476","1,592","640","151","9","0","15,423","13,617","1,623","1,626","2,492","2,740","2,453","1,669","711","268","32","3"
